id,experiment,model,disease,variable,tag,score,ranking
220,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.75022036,30
21,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.74702084,31
70,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7406776,32
157,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.73455805,33
453,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7340726,34
445,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7326292,35
407,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.7316822,36
261,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7294687,37
270,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7172721,38
176,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7145362,39
298,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.712532,40
28,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7113184,41
57,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.7105711,42
272,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.710432,43
284,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.71017224,44
38,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7094259,45
12,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7092895,46
0,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7081384,47
101,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.7081381,48
178,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.7045459,49
344,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.70305526,50
421,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.7028822,51
64,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.68886137,52
392,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.68731874,53
184,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6872117,54
83,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6871067,55
225,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6845231,56
262,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6819163,57
46,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.67971236,58
120,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.6791046,59
258,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6787057,60
27,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6784229,61
111,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.675716,62
306,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6735882,63
61,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.67036647,64
161,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.66867495,65
201,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6680601,66
245,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6673057,67
66,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.66291875,68
318,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6621609,69
76,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.65944356,70
224,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.65903604,71
138,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.65785116,72
134,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6554857,73
393,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6546608,74
411,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.65384316,75
54,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6516266,76
300,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.650517,77
155,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.64732426,78
1,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.64605653,79
185,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6436314,80
135,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.64192563,81
154,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6418467,82
29,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.64163095,83
381,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6402553,84
331,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6381834,85
416,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6356822,86
71,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6353801,87
30,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6353554,88
369,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6352508,89
6,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6333427,90
197,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6327405,91
90,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6325985,92
190,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6218876,93
124,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.62182,94
356,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6211889,95
277,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6186888,96
216,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6182235,97
424,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.61796314,98
96,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.61716896,99
239,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6147766,100
89,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.6135901,101
289,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6131875,102
434,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6113315,103
67,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.610714,104
25,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.609037,105
358,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6069859,106
53,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6062179,107
334,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.603725,108
163,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.60338324,109
119,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.60331196,110
320,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.6015977,111
43,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.6011169,112
236,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.59887934,113
403,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5981411,114
200,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.59790117,115
191,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5959241,116
253,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5944239,117
316,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5941975,118
93,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.59250414,119
362,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.591999,120
144,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5918897,121
281,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.59131426,122
332,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5829854,123
223,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.58293474,124
117,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5826989,125
58,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5826045,126
156,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5823684,127
175,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.58134854,128
384,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5807131,129
230,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.57787323,130
378,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.57250553,131
3,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5712258,132
326,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5687676,133
110,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5679476,134
164,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5679384,135
81,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5670234,136
240,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.56357527,137
158,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5632572,138
451,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5631818,139
26,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5624212,140
56,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.56170994,141
282,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5611347,142
317,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.56065756,143
11,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5598393,144
273,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5588092,145
143,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.55816793,146
337,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5567889,147
348,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5550801,148
23,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.553758,149
211,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.553582,150
290,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5529806,151
132,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5527096,152
37,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5518705,153
118,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5477656,154
49,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.547203,155
339,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5470642,156
15,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5462599,157
116,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5462174,158
427,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5461535,159
271,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.54411894,160
180,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.54341733,161
274,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.54056156,162
50,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5405562,163
444,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5394109,164
77,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5392715,165
95,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5362074,166
198,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.53592473,167
189,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5349338,168
256,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5338494,169
136,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5328807,170
428,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.53285575,171
296,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.53181475,172
383,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.528963,173
307,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.52844995,174
380,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.528435,175
98,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5283551,176
107,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5282489,177
82,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5275059,178
231,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5271153,179
404,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5254158,180
213,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5250313,181
429,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.52499646,182
31,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.52418077,183
222,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.52340484,184
323,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5229931,185
409,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5214354,186
276,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.52084535,187
172,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5207093,188
248,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5205765,189
311,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.51997423,190
426,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.51946014,191
367,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5185525,192
294,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5176425,193
127,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.51742584,194
343,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.5161939,195
287,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5127102,196
351,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5085726,197
131,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.50852025,198
17,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5082524,199
151,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5076363,200
13,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.5075892,201
402,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.50560975,202
400,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.501407,203
9,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4965108,204
449,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.49593276,205
179,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.49377912,206
100,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4936274,207
244,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4926986,208
4,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.49224284,209
264,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.49003428,210
313,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4896615,211
149,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.48926434,212
382,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.48809463,213
217,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4880213,214
68,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.48660368,215
246,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.48657772,216
408,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.48611888,217
36,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4852489,218
237,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4848711,219
122,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4831896,220
450,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.482042,221
215,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.48153198,222
206,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47800624,223
79,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47752777,224
10,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47569725,225
372,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4756581,226
94,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47523645,227
115,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47430608,228
328,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47389036,229
86,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.47328496,230
126,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.47194368,231
329,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4668285,232
399,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46621755,233
405,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46605483,234
121,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46593732,235
353,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46469665,236
388,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46325234,237
312,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.463077,238
291,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46288943,239
395,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4623141,240
304,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.46085352,241
401,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4599772,242
78,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45989674,243
22,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45963567,244
267,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45947197,245
5,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45925808,246
99,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4565571,247
371,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4552707,248
391,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4550693,249
279,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4528203,250
302,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.452539,251
305,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45210043,252
91,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45164654,253
133,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4512375,254
52,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.45048466,255
452,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44979388,256
242,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44937542,257
283,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4483154,258
228,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44544852,259
333,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44470456,260
247,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44321945,261
60,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4417268,262
448,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4414627,263
130,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4411316,264
103,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.44038996,265
432,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4387839,266
202,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.438756,267
435,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4360107,268
310,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.43328878,269
350,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.43309546,270
207,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.43201908,271
114,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4317905,272
352,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.43093058,273
63,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4306184,274
106,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42719644,275
142,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42713797,276
257,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42648458,277
113,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42496648,278
137,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42266116,279
260,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.42037907,280
45,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.41945952,281
48,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4192693,282
265,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,1.0,0.4185046,283
14,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.41800022,284
233,h-05-baseline-protocol,all-MiniLM-L6-v2,cchf,rainfall,0.0,0.4171421,285
