id,experiment,model,disease,variable,tag,score,ranking
288,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,24
89,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.25,25
384,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.25,26
109,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,27
216,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,28
38,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,29
433,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,30
57,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.25,31
172,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.25,32
32,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,33
323,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.25,34
445,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,35
332,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,36
222,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,37
217,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,38
248,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,39
243,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,40
96,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,41
191,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,42
158,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,43
201,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,44
298,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,45
297,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,46
447,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,47
174,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,48
211,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,49
141,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,50
303,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,51
202,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,52
12,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,53
411,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,54
120,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,55
360,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,56
279,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,57
409,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,58
331,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,59
118,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,60
37,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,61
320,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,62
294,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,63
392,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,64
146,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,65
205,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,66
54,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,67
318,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,68
247,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,69
348,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,70
380,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,71
230,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,72
200,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,73
91,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,74
317,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,75
21,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,76
182,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,77
329,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,78
337,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,79
311,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,80
363,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,81
325,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,82
421,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,83
401,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,84
27,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,85
351,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,86
125,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,87
439,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,88
264,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,89
9,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,90
435,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,91
70,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,92
215,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,93
330,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,94
190,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,95
220,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,96
175,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,97
307,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,98
402,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,99
261,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,100
25,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,101
284,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,102
444,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,103
270,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,104
31,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,105
124,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,106
83,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,107
113,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,108
58,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,109
450,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,110
442,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,111
367,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,112
245,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,113
165,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,114
300,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,115
46,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,116
64,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,117
184,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,118
13,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,119
111,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,120
119,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,121
304,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,122
28,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,123
161,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,124
443,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,125
390,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,126
326,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,127
286,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,128
310,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,129
213,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,130
136,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,131
231,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,132
232,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,133
352,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,134
4,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,135
162,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,136
71,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,137
132,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,138
121,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,139
345,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,140
267,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,141
95,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,142
403,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,143
308,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,144
291,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,145
0,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,146
68,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,147
195,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,148
289,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,149
5,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,150
36,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,151
86,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,152
412,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,153
149,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,154
236,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,155
296,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,156
183,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,157
115,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,158
186,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,159
290,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,160
167,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,161
273,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,162
306,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,163
41,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,164
266,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,165
371,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,166
272,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,167
254,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,168
154,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,169
49,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,170
223,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,171
438,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,172
180,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,173
364,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,174
179,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,175
453,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,176
214,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,177
252,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,178
166,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,179
292,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,180
365,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,181
63,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,182
271,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,183
197,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,184
282,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,185
258,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,186
343,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,187
122,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,188
155,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,189
278,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,190
73,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,191
269,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,192
382,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,193
56,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,194
156,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,195
276,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,196
235,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,197
2,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,198
341,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,199
426,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,200
93,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,201
185,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,202
302,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,203
316,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,204
117,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,205
43,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,206
397,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,207
198,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,208
229,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,209
199,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,210
81,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,211
287,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,212
153,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,213
434,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,214
295,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,215
405,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,216
349,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,217
393,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,218
82,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,219
116,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,220
274,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,221
340,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,222
114,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,223
84,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,224
110,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,225
362,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,226
66,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,227
169,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,228
387,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,229
34,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,230
139,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,231
361,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,232
15,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,233
359,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,234
404,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,235
112,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,236
8,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,237
16,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,238
370,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,239
11,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,240
30,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,241
42,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,242
151,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,243
1,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,244
101,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,245
225,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,246
372,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,247
388,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,248
313,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,249
241,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,250
369,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,251
334,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,252
293,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,253
281,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,254
386,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,255
74,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,256
319,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,257
391,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,258
99,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,259
224,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,260
6,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,261
62,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,262
100,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,263
48,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,264
280,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,265
322,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,266
60,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,267
347,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,268
67,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,269
452,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,270
355,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,271
196,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,272
206,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,273
209,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,274
251,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,275
256,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,276
385,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,277
59,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,278
94,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,279
417,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,280
53,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,281
356,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,282
102,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,283
137,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,284
131,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,285
315,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,286
344,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,287
416,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,288
413,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,289
262,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,290
76,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,291
192,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,292
354,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,293
400,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,294
98,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,295
406,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,296
327,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,297
7,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,298
357,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,299
233,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,300
219,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,301
414,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,302
33,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,303
419,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,304
207,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,305
18,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,306
429,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,307
92,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,308
138,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,309
440,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,310
14,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,311
424,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,312
312,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,1.0,0.0,313
35,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,314
65,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,315
176,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,316
415,h-05-single-zsfc-2,gpt-4o-mini,cchf,rainfall,0.0,0.0,317
