id,experiment,model,disease,variable,tag,score,ranking
281,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,74
256,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,75
53,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,76
356,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,77
18,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,78
163,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.75,79
246,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,80
449,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,81
79,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,82
32,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,83
396,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,84
126,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,85
408,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.75,86
174,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.6875,87
141,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.6875,88
239,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,89
279,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,90
27,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,91
9,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,92
190,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,93
442,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,94
28,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,95
326,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,96
179,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,97
282,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,98
199,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,99
109,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,100
274,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,101
34,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,102
8,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,103
42,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,104
6,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,105
38,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,106
347,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,107
196,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,108
344,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,109
262,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,110
312,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.6875,111
374,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,112
144,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.6875,113
333,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.6875,114
264,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.625,115
167,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.625,116
327,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.625,117
424,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.625,118
260,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.625,119
107,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.625,120
303,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,121
205,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,122
125,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,123
330,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,124
307,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,125
25,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,126
284,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,127
46,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,128
286,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,129
352,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,130
345,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,131
291,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,132
36,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,133
186,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,134
290,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,135
364,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,136
292,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,137
343,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.5625,138
287,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,139
387,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,140
372,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,141
293,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,142
100,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,143
48,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,144
67,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,145
187,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,146
244,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,147
193,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,148
168,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5625,149
222,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,150
158,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,151
360,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,152
392,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,153
318,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,154
247,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,155
348,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,156
91,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,157
317,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,158
439,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,159
124,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,160
83,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,161
58,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,162
245,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,163
64,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,164
213,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,165
5,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,166
149,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,167
306,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,168
154,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,169
223,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,170
180,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,171
166,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,172
269,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,173
382,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.5,174
302,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,175
116,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,176
110,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,177
169,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,178
404,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,179
11,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,180
386,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,181
452,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,182
102,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,183
131,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,184
354,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,185
400,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,186
98,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,187
406,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,188
419,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,189
10,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,190
227,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,191
164,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,192
78,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,193
242,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,194
268,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,195
22,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,196
399,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,197
127,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,198
283,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,199
106,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,200
395,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,201
128,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.5,202
409,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,203
435,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,204
252,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,205
365,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,206
156,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,1.0,0.4375,207
66,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,208
60,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,209
137,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,210
138,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,211
160,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,212
381,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,213
189,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,214
432,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,215
336,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,216
323,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.4375,217
201,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,218
202,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,219
56,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,220
112,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,221
369,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,222
451,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,223
423,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.375,224
380,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,225
351,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,226
121,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,227
267,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,228
95,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,229
434,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,230
280,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,231
322,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,232
94,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,233
416,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,234
429,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,235
353,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,236
358,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,237
52,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,238
253,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,239
378,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,240
350,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.3125,241
311,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,242
363,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,243
325,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,244
304,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,245
443,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,246
390,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,247
136,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,248
231,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,249
4,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,250
403,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,251
236,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,252
183,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,253
115,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,254
49,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,255
271,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,256
73,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,257
276,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,258
341,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,259
82,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,260
340,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,261
139,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,262
359,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,263
16,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,264
30,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,265
225,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,266
74,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,267
319,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,268
209,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,269
385,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,270
413,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,271
219,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,272
414,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,273
33,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,274
440,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,275
14,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,276
35,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,277
234,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,278
170,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,279
133,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,280
368,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,281
204,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,282
328,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,283
77,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,284
143,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,285
123,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,286
431,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,287
69,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,288
373,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,289
422,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,290
338,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,291
418,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,292
218,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,293
171,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.25,294
182,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,295
337,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,296
402,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,297
261,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,298
113,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,299
300,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,300
0,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,301
371,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,302
63,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,303
316,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,304
224,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,305
315,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,306
357,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,307
176,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,308
72,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.1875,309
211,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,310
13,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,311
310,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,312
453,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,313
258,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,314
81,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,315
135,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,316
3,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,317
173,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,318
425,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,319
145,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,320
208,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.125,321
445,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,322
332,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,323
294,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,324
146,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,325
175,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,326
184,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,327
195,h-05-single-answer-5,gpt-4o-mini,cchf,rainfall,0.0,0.0625,328
